time,open,high,low,close,tick_volume,spread,real_volume,time_d,Day
2025-08-31 20:00:00,4.25516,4.25516,4.25516,4.25516,1,1394,0,2025-08-31,Sunday
2025-08-31 20:02:00,4.25516,4.25516,4.25516,4.25516,1,1394,0,2025-08-31,Sunday
2025-08-31 20:05:00,4.2541,4.25413,4.2541,4.25413,2,1536,0,2025-08-31,Sunday
2025-08-31 20:06:00,4.25413,4.25423,4.25413,4.25413,3,1526,0,2025-08-31,Sunday
2025-08-31 20:07:00,4.25413,4.25553,4.25413,4.25553,21,1396,0,2025-08-31,Sunday
2025-08-31 20:08:00,4.25553,4.25603,4.25413,4.25603,13,1346,0,2025-08-31,Sunday
2025-08-31 20:09:00,4.25593,4.25623,4.25423,4.25616,12,1326,0,2025-08-31,Sunday
2025-08-31 20:10:00,4.25616,4.25763,4.25616,4.25763,12,1181,0,2025-08-31,Sunday
2025-08-31 20:11:00,4.25763,4.25783,4.25684,4.25684,4,1179,0,2025-08-31,Sunday
2025-08-31 20:12:00,4.25684,4.25684,4.25684,4.25684,1,1283,0,2025-08-31,Sunday
2025-08-31 20:13:00,4.25684,4.25684,4.25684,4.25684,1,1269,0,2025-08-31,Sunday
2025-08-31 20:14:00,4.25684,4.25684,4.25666,4.25666,2,1269,0,2025-08-31,Sunday
2025-08-31 20:15:00,4.25684,4.25703,4.2567,4.2567,5,1281,0,2025-08-31,Sunday
2025-08-31 20:16:00,4.2567,4.25727,4.2567,4.25679,6,1245,0,2025-08-31,Sunday
2025-08-31 20:17:00,4.25679,4.25679,4.25679,4.25679,1,1271,0,2025-08-31,Sunday
2025-08-31 20:18:00,4.25679,4.25679,4.25679,4.25679,1,1269,0,2025-08-31,Sunday
2025-08-31 20:19:00,4.25679,4.25679,4.25393,4.25393,2,1268,0,2025-08-31,Sunday
2025-08-31 20:20:00,4.25394,4.25441,4.25394,4.25441,9,1520,0,2025-08-31,Sunday
2025-08-31 20:21:00,4.25451,4.25451,4.25432,4.25441,9,1510,0,2025-08-31,Sunday
2025-08-31 20:22:00,4.25443,4.25693,4.25443,4.25693,4,1279,0,2025-08-31,Sunday
2025-08-31 20:23:00,4.25693,4.25714,4.25693,4.25706,4,1260,0,2025-08-31,Sunday
2025-08-31 20:24:00,4.25706,4.25706,4.25706,4.25706,1,1281,0,2025-08-31,Sunday
2025-08-31 20:25:00,4.25706,4.25706,4.25648,4.25654,26,1243,0,2025-08-31,Sunday
2025-08-31 20:26:00,4.25654,4.25667,4.25654,4.25667,4,1276,0,2025-08-31,Sunday
2025-08-31 20:27:00,4.25667,4.25667,4.25667,4.25667,1,1282,0,2025-08-31,Sunday
2025-08-31 20:28:00,4.25667,4.25667,4.25578,4.2559000000000005,8,1208,0,2025-08-31,Sunday
2025-08-31 20:29:00,4.2559000000000005,4.2559000000000005,4.2557,4.2557,3,1261,0,2025-08-31,Sunday
2025-08-31 20:30:00,4.25588,4.25588,4.25562,4.25562,2,1293,0,2025-08-31,Sunday
2025-08-31 20:32:00,4.25562,4.25562,4.25562,4.25562,1,1294,0,2025-08-31,Sunday
2025-08-31 20:33:00,4.25562,4.25562,4.25327,4.25329,4,1294,0,2025-08-31,Sunday
2025-08-31 20:34:00,4.2533,4.25332,4.2533,4.25332,3,1523,0,2025-08-31,Sunday
2025-08-31 20:35:00,4.25541,4.25541,4.25541,4.25541,1,1253,0,2025-08-31,Sunday
2025-08-31 20:36:00,4.25541,4.25541,4.25541,4.25541,1,1283,0,2025-08-31,Sunday
2025-08-31 20:37:00,4.25541,4.25541,4.25541,4.25541,1,1264,0,2025-08-31,Sunday
2025-08-31 20:38:00,4.25541,4.25558,4.25541,4.25558,2,1240,0,2025-08-31,Sunday
2025-08-31 20:39:00,4.25558,4.25558,4.25558,4.25558,1,1278,0,2025-08-31,Sunday
2025-08-31 20:40:00,4.25523,4.25673,4.2552,4.25673,5,1151,0,2025-08-31,Sunday
2025-08-31 20:41:00,4.25683,4.25683,4.25673,4.25683,3,1141,0,2025-08-31,Sunday
2025-08-31 20:42:00,4.25673,4.25683,4.25673,4.25673,5,1141,0,2025-08-31,Sunday
2025-08-31 20:43:00,4.25683,4.25683,4.25683,4.25683,1,1141,0,2025-08-31,Sunday
2025-08-31 20:44:00,4.25673,4.25673,4.25663,4.25663,4,1151,0,2025-08-31,Sunday
2025-08-31 20:45:00,4.25663,4.25663,4.25663,4.25663,1,1189,0,2025-08-31,Sunday
2025-08-31 20:46:00,4.25663,4.25673,4.25663,4.25663,3,1170,0,2025-08-31,Sunday
2025-08-31 20:47:00,4.25713,4.25713,4.25653,4.25653,4,1096,0,2025-08-31,Sunday
2025-08-31 20:48:00,4.25643,4.25653,4.25643,4.25643,3,1157,0,2025-08-31,Sunday
2025-08-31 20:50:00,4.25653,4.25673,4.25643,4.25673,4,1145,0,2025-08-31,Sunday
2025-08-31 20:51:00,4.25673,4.25683,4.25673,4.25683,2,1135,0,2025-08-31,Sunday
2025-08-31 20:52:00,4.25683,4.25693,4.25683,4.25693,2,1129,0,2025-08-31,Sunday
2025-08-31 20:53:00,4.25693,4.25693,4.25693,4.25693,1,1127,0,2025-08-31,Sunday
2025-08-31 20:55:00,4.25693,4.25693,4.25501,4.25501,2,1118,0,2025-08-31,Sunday
2025-08-31 20:56:00,4.25501,4.25501,4.25501,4.25501,1,1309,0,2025-08-31,Sunday
2025-08-31 20:58:00,4.25683,4.25693,4.25683,4.25693,2,1117,0,2025-08-31,Sunday
2025-08-31 20:59:00,4.25693,4.25723,4.25693,4.25703,4,1092,0,2025-08-31,Sunday
2025-08-31 21:00:00,4.25703,4.25983,4.25703,4.25718,11,755,0,2025-08-31,Sunday
2025-08-31 21:01:00,4.25718,4.25863,4.25718,4.25863,2,793,0,2025-08-31,Sunday
2025-08-31 21:02:00,4.25863,4.25863,4.25863,4.25863,1,909,0,2025-08-31,Sunday
2025-08-31 21:03:00,4.25863,4.25863,4.25863,4.25863,1,909,0,2025-08-31,Sunday
2025-08-31 21:04:00,4.25863,4.25863,4.25863,4.25863,1,909,0,2025-08-31,Sunday
2025-08-31 21:05:00,4.25863,4.25863,4.2551,4.25518,7,909,0,2025-08-31,Sunday
2025-08-31 21:06:00,4.25517,4.25519,4.25515,4.25515,6,1278,0,2025-08-31,Sunday
2025-08-31 21:07:00,4.25515,4.25522,4.25515,4.25522,4,1276,0,2025-08-31,Sunday
2025-08-31 21:08:00,4.25522,4.25534,4.25522,4.25523,8,1234,0,2025-08-31,Sunday
2025-08-31 21:09:00,4.25533,4.25533,4.25523,4.25527,7,1235,0,2025-08-31,Sunday
2025-08-31 21:10:00,4.25528,4.25528,4.25516,4.25516,4,1240,0,2025-08-31,Sunday
2025-08-31 21:11:00,4.25516,4.25525,4.25516,4.25525,5,1244,0,2025-08-31,Sunday
2025-08-31 21:12:00,4.25525,4.25525,4.25518,4.25525,9,1271,0,2025-08-31,Sunday
2025-08-31 21:13:00,4.25525,4.25528,4.25516,4.25516,28,1271,0,2025-08-31,Sunday
2025-08-31 21:14:00,4.25515,4.25525,4.25515,4.25523,7,1276,0,2025-08-31,Sunday
2025-08-31 21:15:00,4.25516,4.25523,4.25516,4.25523,4,1275,0,2025-08-31,Sunday
2025-08-31 21:16:00,4.25524,4.25525,4.25524,4.25525,2,1272,0,2025-08-31,Sunday
2025-08-31 21:17:00,4.25525,4.25526,4.25525,4.25526,2,1270,0,2025-08-31,Sunday
2025-08-31 21:18:00,4.25519,4.2553,4.25518,4.25518,6,1270,0,2025-08-31,Sunday
2025-08-31 21:19:00,4.2552900000000005,4.2553,4.2552900000000005,4.2553,2,1270,0,2025-08-31,Sunday
2025-08-31 21:20:00,4.2553,4.2553,4.25528,4.2552900000000005,3,1268,0,2025-08-31,Sunday
