time,open,high,low,close,tick_volume,spread,real_volume,time_d,Day
2025-08-31 21:21:00,4.2552900000000005,4.2552900000000005,4.25518,4.25519,4,1267,0,2025-08-31,Sunday
2025-08-31 21:22:00,4.2552,4.25527,4.25519,4.25525,8,1266,0,2025-08-31,Sunday
2025-08-31 21:23:00,4.25518,4.25525,4.25507,4.2552,21,1269,0,2025-08-31,Sunday
2025-08-31 21:24:00,4.25526,4.25527,4.25526,4.25527,2,1273,0,2025-08-31,Sunday
2025-08-31 21:25:00,4.25507,4.2552,4.25505,4.25519,5,1273,0,2025-08-31,Sunday
2025-08-31 21:26:00,4.2552900000000005,4.2552900000000005,4.25518,4.2552,5,1276,0,2025-08-31,Sunday
2025-08-31 21:27:00,4.2552,4.25521,4.2552,4.25521,2,1273,0,2025-08-31,Sunday
2025-08-31 21:28:00,4.25522,4.25522,4.25522,4.25522,1,1271,0,2025-08-31,Sunday
2025-08-31 21:29:00,4.25532,4.25532,4.25522,4.25522,2,1271,0,2025-08-31,Sunday
2025-08-31 21:30:00,4.25532,4.25532,4.25522,4.25522,6,1271,0,2025-08-31,Sunday
2025-08-31 21:31:00,4.25521,4.25532,4.25503,4.25513,29,1272,0,2025-08-31,Sunday
2025-08-31 21:32:00,4.25503,4.25525,4.25501,4.25525,16,1283,0,2025-08-31,Sunday
2025-08-31 21:33:00,4.25526,4.25527,4.25517,4.25527,8,1284,0,2025-08-31,Sunday
2025-08-31 21:34:00,4.25519,4.25528,4.25518,4.25527,10,1282,0,2025-08-31,Sunday
2025-08-31 21:35:00,4.25519,4.2554,4.25519,4.2552,22,1282,0,2025-08-31,Sunday
2025-08-31 21:36:00,4.2552,4.2553,4.25519,4.25527,8,1286,0,2025-08-31,Sunday
2025-08-31 21:37:00,4.2552,4.2553,4.25518,4.25527,8,1244,0,2025-08-31,Sunday
2025-08-31 21:38:00,4.25528,4.2552900000000005,4.25517,4.25517,7,1242,0,2025-08-31,Sunday
2025-08-31 21:39:00,4.25517,4.25519,4.25517,4.25519,3,1252,0,2025-08-31,Sunday
2025-08-31 21:40:00,4.2552,4.25521,4.25519,4.25519,3,1277,0,2025-08-31,Sunday
2025-08-31 21:41:00,4.2552,4.2555,4.2552,4.2555,5,1275,0,2025-08-31,Sunday
2025-08-31 21:42:00,4.2555,4.25552,4.2555,4.25552,3,1285,0,2025-08-31,Sunday
2025-08-31 21:43:00,4.25553,4.25555,4.25553,4.25555,3,1280,0,2025-08-31,Sunday
2025-08-31 21:44:00,4.25555,4.25568,4.25547,4.25547,10,1217,0,2025-08-31,Sunday
2025-08-31 21:45:00,4.25554,4.25561,4.25546,4.25556,17,1214,0,2025-08-31,Sunday
2025-08-31 21:46:00,4.25549,4.25557,4.25548,4.2555,8,1218,0,2025-08-31,Sunday
2025-08-31 21:47:00,4.25551,4.25554,4.25551,4.25554,4,1224,0,2025-08-31,Sunday
2025-08-31 21:48:00,4.25554,4.25556,4.25554,4.25556,3,1222,0,2025-08-31,Sunday
2025-08-31 21:49:00,4.25557,4.25587,4.25557,4.25573,19,1191,0,2025-08-31,Sunday
2025-08-31 21:50:00,4.25573,4.25577,4.25573,4.25577,5,1187,0,2025-08-31,Sunday
2025-08-31 21:51:00,4.25577,4.2558,4.25577,4.2558,4,1184,0,2025-08-31,Sunday
2025-08-31 21:52:00,4.2558,4.25583,4.2558,4.25583,4,1181,0,2025-08-31,Sunday
2025-08-31 21:53:00,4.25583,4.25583,4.25571,4.25574,6,1181,0,2025-08-31,Sunday
2025-08-31 21:54:00,4.25575,4.25577,4.25575,4.25577,3,1180,0,2025-08-31,Sunday
2025-08-31 21:55:00,4.25587,4.25588,4.25585,4.25588,5,1169,0,2025-08-31,Sunday
2025-08-31 21:56:00,4.25589,4.25589,4.25556,4.25559,19,1168,0,2025-08-31,Sunday
2025-08-31 21:57:00,4.25558,4.25567,4.25558,4.25567,6,1189,0,2025-08-31,Sunday
2025-08-31 21:58:00,4.25568,4.25571,4.25558,4.25558,11,1185,0,2025-08-31,Sunday
2025-08-31 21:59:00,4.25565,4.25566,4.25546,4.25556,23,1190,0,2025-08-31,Sunday
2025-08-31 22:00:00,4.25733,4.25734,4.25725,4.25734,10,948,0,2025-08-31,Sunday
2025-08-31 22:01:00,4.25735,4.25738,4.25715,4.25716,9,853,0,2025-08-31,Sunday
2025-08-31 22:02:00,4.25716,4.25727,4.25716,4.25723,15,854,0,2025-08-31,Sunday
2025-08-31 22:03:00,4.25724,4.25724,4.25694,4.25695,17,857,0,2025-08-31,Sunday
2025-08-31 22:04:00,4.25684,4.25696,4.25683,4.25684,11,885,0,2025-08-31,Sunday
2025-08-31 22:05:00,4.25685,4.25696,4.25684,4.25685,10,947,0,2025-08-31,Sunday
2025-08-31 22:06:00,4.25686,4.25686,4.25673,4.25678,8,882,0,2025-08-31,Sunday
2025-08-31 22:07:00,4.25679,4.2569,4.25679,4.2569,8,870,0,2025-08-31,Sunday
2025-08-31 22:08:00,4.2569,4.25694,4.2569,4.25694,5,866,0,2025-08-31,Sunday
2025-08-31 22:09:00,4.25695,4.25698,4.25689,4.25691,8,862,0,2025-08-31,Sunday
2025-08-31 22:10:00,4.25691,4.25701,4.25678,4.25681,11,916,0,2025-08-31,Sunday
2025-08-31 22:11:00,4.25688,4.25688,4.25675,4.2568,19,921,0,2025-08-31,Sunday
2025-08-31 22:12:00,4.2569,4.2569,4.2567,4.25683,14,923,0,2025-08-31,Sunday
2025-08-31 22:13:00,4.25684,4.25693,4.25684,4.25687,14,935,0,2025-08-31,Sunday
2025-08-31 22:14:00,4.25687,4.25698,4.25687,4.25698,9,926,0,2025-08-31,Sunday
2025-08-31 22:15:00,4.25699,4.25703,4.2567,4.2567,7,915,0,2025-08-31,Sunday
2025-08-31 22:16:00,4.2567,4.25684,4.2567,4.25681,10,934,0,2025-08-31,Sunday
2025-08-31 22:17:00,4.25682,4.25687,4.25682,4.25687,6,922,0,2025-08-31,Sunday
2025-08-31 22:18:00,4.25688,4.25691,4.25683,4.25689,9,914,0,2025-08-31,Sunday
2025-08-31 22:19:00,4.2569,4.25691,4.25668,4.25671,19,917,0,2025-08-31,Sunday
2025-08-31 22:20:00,4.25672,4.25678,4.25672,4.25678,7,924,0,2025-08-31,Sunday
2025-08-31 22:21:00,4.25679,4.25685,4.25679,4.25685,7,910,0,2025-08-31,Sunday
2025-08-31 22:22:00,4.25686,4.257,4.25686,4.25697,8,902,0,2025-08-31,Sunday
2025-08-31 22:23:00,4.25698,4.25704,4.25698,4.25704,7,895,0,2025-08-31,Sunday
2025-08-31 22:24:00,4.25704,4.25705,4.25687,4.25693,10,892,0,2025-08-31,Sunday
2025-08-31 22:25:00,4.25693,4.25708,4.25693,4.25703,10,863,0,2025-08-31,Sunday
2025-08-31 22:26:00,4.25704,4.25714,4.25665,4.25665,14,857,0,2025-08-31,Sunday
2025-08-31 22:27:00,4.25666,4.25673,4.25666,4.25673,8,898,0,2025-08-31,Sunday
2025-08-31 22:28:00,4.25673,4.25686,4.25673,4.25675,11,885,0,2025-08-31,Sunday
2025-08-31 22:29:00,4.25676,4.25686,4.25674,4.25683,12,885,0,2025-08-31,Sunday
2025-08-31 22:30:00,4.25684,4.2604,4.25684,4.2604,3,568,0,2025-08-31,Sunday
2025-08-31 22:31:00,4.2604,4.2604,4.2604,4.2604,1,596,0,2025-08-31,Sunday
2025-08-31 22:32:00,4.2604,4.2604,4.2604,4.2604,1,577,0,2025-08-31,Sunday
2025-08-31 22:33:00,4.2604,4.2604,4.2604,4.2604,1,584,0,2025-08-31,Sunday
2025-08-31 22:34:00,4.2604,4.2604,4.25685,4.25686,3,571,0,2025-08-31,Sunday
2025-08-31 22:35:00,4.25687,4.25696,4.25687,4.25696,10,905,0,2025-08-31,Sunday
2025-08-31 22:36:00,4.25696,4.25708,4.25696,4.25708,12,894,0,2025-08-31,Sunday
2025-08-31 22:37:00,4.25709,4.25719,4.25709,4.25719,11,875,0,2025-08-31,Sunday
2025-08-31 22:38:00,4.25719,4.25724,4.25699,4.25701,15,864,0,2025-08-31,Sunday
2025-08-31 22:39:00,4.25702,4.25711,4.25702,4.25711,10,875,0,2025-08-31,Sunday
2025-08-31 22:40:00,4.25711,4.2572,4.25711,4.2572,10,856,0,2025-08-31,Sunday
2025-08-31 22:41:00,4.25721,4.25736,4.25721,4.25728,11,839,0,2025-08-31,Sunday
2025-08-31 22:42:00,4.25729,4.25737,4.25729,4.25737,9,837,0,2025-08-31,Sunday
2025-08-31 22:43:00,4.25737,4.25744,4.25737,4.25744,8,822,0,2025-08-31,Sunday
2025-08-31 22:44:00,4.25745,4.25751,4.25745,4.25751,7,809,0,2025-08-31,Sunday
2025-08-31 22:45:00,4.25751,4.25754,4.25751,4.25754,4,802,0,2025-08-31,Sunday
2025-08-31 22:48:00,4.25747,4.25747,4.25741,4.25743,4,802,0,2025-08-31,Sunday
2025-08-31 22:49:00,4.25744,4.25751,4.25737,4.25741,7,809,0,2025-08-31,Sunday
2025-08-31 22:50:00,4.25731,4.25731,4.25676,4.25676,16,828,0,2025-08-31,Sunday
2025-08-31 22:51:00,4.25686,4.25686,4.2566,4.25666,15,938,0,2025-08-31,Sunday
2025-08-31 22:52:00,4.25666,4.25674,4.25666,4.25674,9,943,0,2025-08-31,Sunday
2025-08-31 22:53:00,4.25674,4.25682,4.25674,4.25682,9,927,0,2025-08-31,Sunday
2025-08-31 22:54:00,4.25682,4.2569,4.25682,4.2569,9,910,0,2025-08-31,Sunday
2025-08-31 22:55:00,4.25691,4.25698,4.25691,4.25698,8,894,0,2025-08-31,Sunday
2025-08-31 22:56:00,4.25699,4.25706,4.25699,4.25706,8,879,0,2025-08-31,Sunday
2025-08-31 22:57:00,4.25706,4.25717,4.2568,4.25685,18,877,0,2025-08-31,Sunday
2025-08-31 22:58:00,4.25685,4.25693,4.25685,4.25693,9,925,0,2025-08-31,Sunday
2025-08-31 22:59:00,4.25693,4.25701,4.25693,4.25701,9,908,0,2025-08-31,Sunday
2025-08-31 23:00:00,4.2600999999999996,4.2600999999999996,4.2599,4.2599,4,480,0,2025-08-31,Sunday
2025-08-31 23:01:00,4.2599,4.2599,4.2599,4.2599,1,466,0,2025-08-31,Sunday
2025-08-31 23:02:00,4.2599,4.2599,4.2599,4.2599,1,464,0,2025-08-31,Sunday
2025-08-31 23:03:00,4.2599,4.2599,4.2599,4.2599,1,461,0,2025-08-31,Sunday
2025-08-31 23:04:00,4.2599,4.2599,4.2599,4.2599,1,462,0,2025-08-31,Sunday
2025-08-31 23:05:00,4.2599,4.2599,4.2599,4.2599,1,462,0,2025-08-31,Sunday
2025-08-31 23:06:00,4.2599,4.2599,4.2599,4.2599,1,450,0,2025-08-31,Sunday
2025-08-31 23:07:00,4.2599,4.2599,4.2599,4.2599,1,450,0,2025-08-31,Sunday
2025-08-31 23:08:00,4.2599,4.2599,4.2599,4.2599,1,440,0,2025-08-31,Sunday
2025-08-31 23:09:00,4.2599,4.2599,4.2599,4.2599,1,450,0,2025-08-31,Sunday
2025-08-31 23:10:00,4.2599,4.2599,4.2599,4.2599,1,450,0,2025-08-31,Sunday
2025-08-31 23:11:00,4.2599,4.2599,4.2599,4.2599,1,450,0,2025-08-31,Sunday
2025-08-31 23:12:00,4.2599,4.2599,4.2599,4.2599,1,450,0,2025-08-31,Sunday
2025-08-31 23:13:00,4.2599,4.2599,4.2599,4.2599,1,450,0,2025-08-31,Sunday
2025-08-31 23:14:00,4.2599,4.2599,4.2599,4.2599,1,440,0,2025-08-31,Sunday
2025-08-31 23:15:00,4.2599,4.2599,4.2599,4.2599,1,440,0,2025-08-31,Sunday
2025-08-31 23:16:00,4.2599,4.2599,4.2599,4.2599,1,440,0,2025-08-31,Sunday
2025-08-31 23:17:00,4.2599,4.2599,4.2599,4.2599,1,440,0,2025-08-31,Sunday
2025-08-31 23:18:00,4.2599,4.2599,4.2599,4.2599,1,440,0,2025-08-31,Sunday
2025-08-31 23:19:00,4.2599,4.2599,4.2599,4.2599,1,440,0,2025-08-31,Sunday
2025-08-31 23:20:00,4.2599,4.2599,4.2599,4.2599,1,450,0,2025-08-31,Sunday
2025-08-31 23:21:00,4.2599,4.2599,4.2599,4.2599,1,450,0,2025-08-31,Sunday
2025-08-31 23:22:00,4.2599,4.2599,4.2599,4.2599,1,450,0,2025-08-31,Sunday
2025-08-31 23:23:00,4.2599,4.2599,4.2599,4.2599,1,460,0,2025-08-31,Sunday
2025-08-31 23:24:00,4.2599,4.2599,4.2599,4.2599,1,460,0,2025-08-31,Sunday
2025-08-31 23:25:00,4.2599,4.2599,4.2599,4.2599,1,460,0,2025-08-31,Sunday
2025-08-31 23:26:00,4.2599,4.2599,4.2598,4.2599,13,440,0,2025-08-31,Sunday
2025-08-31 23:27:00,4.2599,4.2599,4.2599,4.2599,1,450,0,2025-08-31,Sunday
2025-08-31 23:28:00,4.2599,4.2599,4.2599,4.2599,1,440,0,2025-08-31,Sunday
2025-08-31 23:29:00,4.2599,4.2599,4.2599,4.2599,1,430,0,2025-08-31,Sunday
2025-08-31 23:30:00,4.2599,4.2599,4.2599,4.2599,1,430,0,2025-08-31,Sunday
2025-08-31 23:31:00,4.2599,4.2599,4.2596,4.2596,2,410,0,2025-08-31,Sunday
2025-08-31 23:32:00,4.2596,4.2596,4.2596,4.2596,1,420,0,2025-08-31,Sunday
2025-08-31 23:33:00,4.2596,4.2596,4.25908,4.2596,3,410,0,2025-08-31,Sunday
2025-08-31 23:34:00,4.2596,4.2596,4.2596,4.2596,1,410,0,2025-08-31,Sunday
2025-08-31 23:35:00,4.2596,4.2596,4.25908,4.2596,3,410,0,2025-08-31,Sunday
2025-08-31 23:36:00,4.2596,4.2596,4.2596,4.2596,1,410,0,2025-08-31,Sunday
2025-08-31 23:37:00,4.2596,4.2596,4.2596,4.2596,1,410,0,2025-08-31,Sunday
2025-08-31 23:38:00,4.25631,4.25646,4.25631,4.25636,10,988,0,2025-08-31,Sunday
2025-08-31 23:39:00,4.25637,4.25637,4.25631,4.25637,9,983,0,2025-08-31,Sunday
2025-08-31 23:40:00,4.25637,4.259,4.25637,4.25899,6,714,0,2025-08-31,Sunday
2025-08-31 23:41:00,4.25899,4.259,4.25899,4.259,2,693,0,2025-08-31,Sunday
2025-08-31 23:42:00,4.259,4.259,4.25899,4.25899,6,470,0,2025-08-31,Sunday
2025-08-31 23:43:00,4.25899,4.25899,4.25889,4.2589,4,451,0,2025-08-31,Sunday
2025-08-31 23:44:00,4.25885,4.259,4.25885,4.2589,8,460,0,2025-08-31,Sunday
2025-08-31 23:45:00,4.2589,4.2592,4.2589,4.259,6,470,0,2025-08-31,Sunday
2025-08-31 23:46:00,4.259,4.259,4.259,4.259,1,490,0,2025-08-31,Sunday
2025-08-31 23:47:00,4.259,4.259,4.2589,4.2589,2,470,0,2025-08-31,Sunday
2025-08-31 23:48:00,4.2589,4.2589,4.25886,4.25886,2,470,0,2025-08-31,Sunday
2025-08-31 23:49:00,4.25886,4.2594,4.25886,4.25886,3,450,0,2025-08-31,Sunday
2025-08-31 23:50:00,4.25886,4.25886,4.25886,4.25886,1,474,0,2025-08-31,Sunday
2025-08-31 23:51:00,4.25886,4.25886,4.25886,4.25886,1,474,0,2025-08-31,Sunday
2025-08-31 23:52:00,4.25886,4.25886,4.25886,4.25886,1,474,0,2025-08-31,Sunday
2025-08-31 23:53:00,4.25886,4.25886,4.25687,4.25699,18,474,0,2025-08-31,Sunday
2025-08-31 23:54:00,4.257,4.2588799999999996,4.25677,4.25886,32,671,0,2025-08-31,Sunday
2025-08-31 23:55:00,4.25886,4.2588799999999996,4.25815,4.25831,19,462,0,2025-08-31,Sunday
2025-08-31 23:56:00,4.25831,4.25831,4.25824,4.25826,4,461,0,2025-08-31,Sunday
2025-08-31 23:57:00,4.25829,4.25829,4.25829,4.25829,1,481,0,2025-08-31,Sunday
2025-08-31 23:58:00,4.25829,4.25851,4.25829,4.25845,3,465,0,2025-08-31,Sunday
2025-08-31 23:59:00,4.25845,4.25853,4.25845,4.25853,5,459,0,2025-08-31,Sunday
2025-09-01 00:00:00,4.25853,4.25853,4.25849,4.25849,2,461,0,2025-09-01,Monday
2025-09-01 00:01:00,4.25849,4.25861,4.25849,4.25861,2,461,0,2025-09-01,Monday
2025-09-01 00:02:00,4.25861,4.25863,4.25861,4.25863,2,477,0,2025-09-01,Monday
2025-09-01 00:03:00,4.25863,4.25863,4.25859,4.25859,2,451,0,2025-09-01,Monday
2025-09-01 00:04:00,4.25859,4.25861,4.25859,4.25859,3,469,0,2025-09-01,Monday
2025-09-01 00:05:00,4.25859,4.25872,4.25859,4.25872,4,468,0,2025-09-01,Monday
2025-09-01 00:06:00,4.25872,4.25875,4.25871,4.25873,4,465,0,2025-09-01,Monday
2025-09-01 00:07:00,4.25873,4.2592,4.25873,4.25894,9,464,0,2025-09-01,Monday
2025-09-01 00:08:00,4.25894,4.25894,4.25894,4.25894,1,466,0,2025-09-01,Monday
2025-09-01 00:09:00,4.25894,4.25894,4.25889,4.25889,2,466,0,2025-09-01,Monday
2025-09-01 00:10:00,4.25889,4.25934,4.25889,4.25934,12,456,0,2025-09-01,Monday
2025-09-01 00:11:00,4.25934,4.25936,4.25934,4.25936,2,454,0,2025-09-01,Monday
2025-09-01 00:12:00,4.25934,4.25934,4.25924,4.25926,4,464,0,2025-09-01,Monday
2025-09-01 00:13:00,4.25926,4.25969,4.25926,4.25954,9,461,0,2025-09-01,Monday
2025-09-01 00:14:00,4.25954,4.2598,4.25954,4.25962,9,463,0,2025-09-01,Monday
2025-09-01 00:15:00,4.25962,4.25978,4.25962,4.25973,14,467,0,2025-09-01,Monday
2025-09-01 00:16:00,4.25973,4.25977,4.25973,4.25973,7,463,0,2025-09-01,Monday
2025-09-01 00:17:00,4.25973,4.25973,4.25945,4.25945,7,457,0,2025-09-01,Monday
2025-09-01 00:18:00,4.25945,4.25966,4.25945,4.25964,4,464,0,2025-09-01,Monday
2025-09-01 00:19:00,4.25964,4.25968,4.25964,4.25965,3,455,0,2025-09-01,Monday
2025-09-01 00:20:00,4.2597,4.25981,4.25965,4.25981,6,470,0,2025-09-01,Monday
2025-09-01 00:21:00,4.25981,4.2599,4.25981,4.2599,2,470,0,2025-09-01,Monday
2025-09-01 00:22:00,4.2599,4.2616,4.2599,4.2616,8,424,0,2025-09-01,Monday
2025-09-01 00:23:00,4.2616,4.2616,4.2615,4.2615,2,486,0,2025-09-01,Monday
2025-09-01 00:24:00,4.2615,4.2617,4.2615,4.2617,2,479,0,2025-09-01,Monday
2025-09-01 00:25:00,4.2617,4.2617,4.2614,4.2616,4,484,0,2025-09-01,Monday
2025-09-01 00:26:00,4.26141,4.2616,4.26141,4.2616,2,459,0,2025-09-01,Monday
2025-09-01 00:27:00,4.2616,4.2619,4.2616,4.2617,5,470,0,2025-09-01,Monday
2025-09-01 00:28:00,4.2617,4.2619,4.2617,4.2618,10,467,0,2025-09-01,Monday
2025-09-01 00:29:00,4.2618,4.2620000000000005,4.2618,4.2620000000000005,5,467,0,2025-09-01,Monday
2025-09-01 00:30:00,4.2619,4.2620000000000005,4.2619,4.2619,3,468,0,2025-09-01,Monday
2025-09-01 00:31:00,4.2619,4.2620000000000005,4.2619,4.2619,3,468,0,2025-09-01,Monday
2025-09-01 00:32:00,4.2619,4.2619,4.2619,4.2619,1,477,0,2025-09-01,Monday
2025-09-01 00:33:00,4.2619,4.2619,4.2619,4.2619,1,477,0,2025-09-01,Monday
2025-09-01 00:34:00,4.2619,4.2619,4.2618,4.2619,3,460,0,2025-09-01,Monday
2025-09-01 00:35:00,4.2619,4.2619,4.2619,4.2619,1,477,0,2025-09-01,Monday
2025-09-01 00:36:00,4.2619,4.2619,4.2619,4.2619,1,480,0,2025-09-01,Monday
2025-09-01 00:37:00,4.2619,4.2619,4.2619,4.2619,1,482,0,2025-09-01,Monday
2025-09-01 00:38:00,4.2619,4.2619,4.2619,4.2619,1,480,0,2025-09-01,Monday
